identity_key,contact_key,identity_type,identity_value,match_confidence,is_primary
ID00304-02,CT00304,cookie,ck_000304_1329,0.93,0
ID00304-03,CT00304,badge_id,BDG-000304,0.74,0
ID00304-04,CT00304,CRM contact id,CRM-000304,0.8,0
ID00305-01,CT00305,email,sofia.klein305@wagnerexpokg.com,1.0,1
ID00305-02,CT00305,cookie,ck_000305_6818,0.82,0
ID00305-03,CT00305,mobile,+49 151 14929963,0.98,0
ID00306-01,CT00306,email,emma.schmitt306@meyereventkg.com,1.0,1
ID00306-02,CT00306,cookie,ck_000306_5273,0.97,0
ID00306-03,CT00306,badge_id,BDG-000306,0.76,0
ID00306-04,CT00306,CRM contact id,CRM-000306,0.88,0
ID00307-01,CT00307,email,ben.wolf307@bauereventse.com,1.0,1
ID00307-02,CT00307,cookie,ck_000307_4050,0.84,0
ID00308-01,CT00308,email,finn.braun308@wagnerconsultingholding.com,1.0,1
ID00308-02,CT00308,cookie,ck_000308_5413,0.83,0
ID00308-03,CT00308,badge_id,BDG-000308,0.97,0
ID00309-01,CT00309,email,lea.bauer309@schmidtgroupag.com,1.0,1
ID00309-02,CT00309,cookie,ck_000309_3416,0.96,0
ID00309-03,CT00309,badge_id,BDG-000309,0.78,0
ID00309-04,CT00309,mobile,+49 151 42847443,0.76,0
ID00310-01,CT00310,email,amelie.neumann310@wernerconnectgroup.com,1.0,1
ID00310-02,CT00310,badge_id,BDG-000310,0.93,0
ID00310-03,CT00310,mobile,+49 151 48009735,0.94,0
ID00311-01,CT00311,email,tom.werner311@kleinpartnerskg.com,1.0,1
ID00312-01,CT00312,email,emma.zimmermann312@hartmanneventgmbh.com,1.0,1
ID00312-02,CT00312,cookie,ck_000312_7909,0.76,0
ID00312-03,CT00312,CRM contact id,CRM-000312,0.91,0
ID00313-01,CT00313,email,david.braun313@bauereventholding.com,1.0,1
ID00313-02,CT00313,cookie,ck_000313_2899,0.94,0
ID00313-03,CT00313,mobile,+49 151 54971462,0.95,0
ID00314-01,CT00314,email,david.schulz314@neumannfairltd.com,1.0,1
ID00314-02,CT00314,cookie,ck_000314_5615,0.75,0
ID00314-03,CT00314,badge_id,BDG-000314,0.96,0
ID00314-04,CT00314,CRM contact id,CRM-000314,0.93,0
ID00315-01,CT00315,email,anna.schmitt315@wernersystemsholding.com,1.0,1
ID00315-02,CT00315,badge_id,BDG-000315,0.75,0
ID00316-01,CT00316,email,tom.richter316@braunfairse.com,1.0,1
ID00316-02,CT00316,cookie,ck_000316_2290,0.97,0
ID00316-03,CT00316,mobile,+49 151 34686713,0.98,0
ID00316-04,CT00316,CRM contact id,CRM-000316,0.98,0
ID00317-01,CT00317,email,johannes.bauer317@wagnermarketse.com,1.0,1
ID00317-02,CT00317,cookie,ck_000317_1749,0.83,0
ID00317-03,CT00317,badge_id,BDG-000317,0.72,0
ID00317-04,CT00317,mobile,+49 151 98209607,0.76,0
ID00317-05,CT00317,CRM contact id,CRM-000317,0.78,0
ID00318-01,CT00318,email,anna.wolf318@langemedialtd.com,1.0,1
ID00318-02,CT00318,cookie,ck_000318_6674,0.76,0
ID00318-03,CT00318,mobile,+49 151 32818813,0.9,0
ID00318-04,CT00318,CRM contact id,CRM-000318,0.95,0
ID00319-01,CT00319,email,clara.zimmermann319@langesystemsgmbh.com,1.0,1
ID00319-02,CT00319,CRM contact id,CRM-000319,0.87,0
ID00320-01,CT00320,email,lukas.koch320@hoffmannconsultingltd.com,1.0,1
ID00320-02,CT00320,badge_id,BDG-000320,0.96,0
ID00320-03,CT00320,mobile,+49 151 94594167,0.75,0
ID00321-01,CT00321,email,julia.wolf321@meyerdigitalgmbh.com,1.0,1
ID00321-02,CT00321,cookie,ck_000321_9727,0.93,0
ID00321-03,CT00321,CRM contact id,CRM-000321,0.83,0
ID00322-01,CT00322,email,julia.meyer322@kleinservicesag.com,1.0,1
ID00322-02,CT00322,badge_id,BDG-000322,0.86,0
ID00322-03,CT00322,mobile,+49 151 71440701,0.82,0
ID00323-01,CT00323,email,felix.zimmermann323@neumannsystemskg.com,1.0,1
ID00323-02,CT00323,mobile,+49 151 91068419,0.95,0
ID00324-01,CT00324,email,tim.schulz324@braunsolutionsgmbh.com,1.0,1
ID00325-01,CT00325,email,mia.zimmermann325@langeexpogmbh.com,1.0,1
ID00325-02,CT00325,cookie,ck_000325_5300,0.92,0
ID00325-03,CT00325,badge_id,BDG-000325,0.83,0
ID00325-04,CT00325,mobile,+49 151 74772268,0.78,0
ID00325-05,CT00325,CRM contact id,CRM-000325,0.96,0
ID00326-01,CT00326,email,lukas.koch326@wernerexpokg.com,1.0,1
ID00326-02,CT00326,cookie,ck_000326_1425,0.96,0
ID00326-03,CT00326,CRM contact id,CRM-000326,0.89,0
ID00327-01,CT00327,email,lukas.hoffmann327@braungroupag.com,1.0,1
ID00327-02,CT00327,badge_id,BDG-000327,0.83,0
ID00327-03,CT00327,CRM contact id,CRM-000327,0.76,0
ID00328-01,CT00328,email,julian.hartmann328@hoffmannsolutionsgroup.com,1.0,1
ID00328-02,CT00328,cookie,ck_000328_4675,0.8,0
ID00329-01,CT00329,email,paul.zimmermann329@meyereventgroup.com,1.0,1
ID00329-02,CT00329,cookie,ck_000329_9761,0.96,0
ID00329-03,CT00329,mobile,+49 151 43282231,0.79,0
ID00330-01,CT00330,email,felix.koch330@kleingroupholding.com,1.0,1
ID00330-02,CT00330,cookie,ck_000330_8819,0.75,0
ID00330-03,CT00330,mobile,+49 151 36363828,0.85,0
ID00330-04,CT00330,CRM contact id,CRM-000330,0.75,0
ID00331-01,CT00331,email,marie.bauer331@hoffmanntradese.com,1.0,1
ID00331-02,CT00331,cookie,ck_000331_7671,0.79,0
ID00331-03,CT00331,mobile,+49 151 79014787,0.8,0
ID00332-01,CT00332,email,laura.schmitt332@hartmannfairgroup.com,1.0,1
ID00332-02,CT00332,cookie,ck_000332_3929,0.93,0
ID00332-03,CT00332,mobile,+49 151 55960407,0.89,0
ID00332-04,CT00332,CRM contact id,CRM-000332,0.93,0
ID00333-01,CT00333,email,amelie.koch333@hoffmannmediakg.com,1.0,1
ID00333-02,CT00333,cookie,ck_000333_7491,0.95,0
ID00333-03,CT00333,mobile,+49 151 73589030,0.9,0
ID00334-01,CT00334,email,amelie.richter334@langepartnersag.com,1.0,1
ID00334-02,CT00334,cookie,ck_000334_7447,0.72,0
ID00334-03,CT00334,mobile,+49 151 57460993,0.89,0
ID00334-04,CT00334,CRM contact id,CRM-000334,0.73,0
ID00335-01,CT00335,email,sarah.bauer335@schmidteventltd.com,1.0,1
ID00335-02,CT00335,badge_id,BDG-000335,0.74,0
ID00335-03,CT00335,mobile,+49 151 89583095,0.85,0
ID00336-01,CT00336,email,ben.braun336@kochconsultinggmbh.com,1.0,1
ID00336-02,CT00336,cookie,ck_000336_3200,0.81,0
ID00336-03,CT00336,mobile,+49 151 30188973,0.88,0
ID00337-01,CT00337,email,leon.wagner337@wagnerholdingsholding.com,1.0,1
ID00337-02,CT00337,badge_id,BDG-000337,0.77,0
ID00337-03,CT00337,mobile,+49 151 58614170,0.81,0
ID00338-01,CT00338,email,sarah.richter338@kleinholdingskg.com,1.0,1
ID00338-02,CT00338,cookie,ck_000338_8163,0.98,0
ID00338-03,CT00338,mobile,+49 151 76036393,0.8,0
ID00338-04,CT00338,CRM contact id,CRM-000338,0.87,0
ID00339-01,CT00339,email,leon.becker339@kochmarketag.com,1.0,1
ID00339-02,CT00339,badge_id,BDG-000339,0.86,0
ID00340-01,CT00340,email,tom.meyer340@meyersolutionsholding.com,1.0,1
ID00340-02,CT00340,badge_id,BDG-000340,0.9,0
ID00341-01,CT00341,email,paul.lange341@hoffmanndigitalse.com,1.0,1
ID00341-02,CT00341,cookie,ck_000341_6166,0.9,0
ID00341-03,CT00341,badge_id,BDG-000341,0.99,0
ID00341-04,CT00341,mobile,+49 151 57693567,0.73,0
ID00342-01,CT00342,email,mia.becker342@schmidtconsultinggmbh.com,1.0,1
ID00342-02,CT00342,badge_id,BDG-000342,0.76,0
ID00342-03,CT00342,mobile,+49 151 91181379,0.82,0
ID00343-01,CT00343,email,tom.bauer343@kleinconsultingag.com,1.0,1
ID00343-02,CT00343,cookie,ck_000343_6078,0.84,0
ID00343-03,CT00343,mobile,+49 151 97299591,0.89,0
ID00343-04,CT00343,CRM contact id,CRM-000343,0.98,0
ID00344-01,CT00344,email,laura.wolf344@bauerdigitalkg.com,1.0,1
ID00344-02,CT00344,cookie,ck_000344_7797,0.83,0
ID00344-03,CT00344,badge_id,BDG-000344,0.92,0
ID00344-04,CT00344,CRM contact id,CRM-000344,0.73,0
ID00345-01,CT00345,email,hanna.klein345@kochsystemsgroup.com,1.0,1
ID00345-02,CT00345,cookie,ck_000345_7177,0.92,0
ID00345-03,CT00345,badge_id,BDG-000345,0.81,0
ID00345-04,CT00345,mobile,+49 151 18902088,0.75,0
ID00345-05,CT00345,CRM contact id,CRM-000345,0.84,0
ID00346-01,CT00346,email,julian.werner346@kochconnectse.com,1.0,1
ID00346-02,CT00346,cookie,ck_000346_4215,0.78,0
ID00346-03,CT00346,badge_id,BDG-000346,0.9,0
ID00347-01,CT00347,email,max.werner347@kochfairkg.com,1.0,1
ID00347-02,CT00347,cookie,ck_000347_7140,0.76,0
ID00348-01,CT00348,email,johannes.braun348@neumanngroupgmbh.com,1.0,1
ID00348-02,CT00348,badge_id,BDG-000348,0.99,0
ID00348-03,CT00348,mobile,+49 151 83266696,0.84,0
ID00349-01,CT00349,email,julia.hartmann349@langesolutionskg.com,1.0,1
ID00349-02,CT00349,cookie,ck_000349_6987,0.89,0
ID00349-03,CT00349,mobile,+49 151 71395676,0.94,0
ID00349-04,CT00349,CRM contact id,CRM-000349,0.96,0
ID00350-01,CT00350,email,max.hoffmann350@wagnerfairholding.com,1.0,1
ID00350-02,CT00350,cookie,ck_000350_6798,0.88,0
ID00350-03,CT00350,badge_id,BDG-000350,0.73,0
ID00350-04,CT00350,mobile,+49 151 40926924,0.91,0
ID00351-01,CT00351,email,felix.neumann351@kleinpartnersholding.com,1.0,1
ID00351-02,CT00351,CRM contact id,CRM-000351,0.72,0
ID00352-01,CT00352,email,laura.schmitt352@meyergroupgmbh.com,1.0,1
ID00352-02,CT00352,mobile,+49 151 43362943,0.95,0
ID00352-03,CT00352,CRM contact id,CRM-000352,0.96,0
ID00353-01,CT00353,email,david.lange353@kochconnectltd.com,1.0,1
ID00353-02,CT00353,badge_id,BDG-000353,0.94,0
ID00353-03,CT00353,mobile,+49 151 30626125,0.74,0
ID00354-01,CT00354,email,tim.wolf354@neumannconsultingag.com,1.0,1
ID00354-02,CT00354,cookie,ck_000354_6940,0.95,0
ID00355-01,CT00355,email,tom.schmidt355@kleinsolutionsholding.com,1.0,1
ID00355-02,CT00355,cookie,ck_000355_9109,0.88,0
ID00355-03,CT00355,mobile,+49 151 85251955,0.88,0
ID00356-01,CT00356,email,noah.hartmann356@neumannconnectgroup.com,1.0,1
ID00356-02,CT00356,badge_id,BDG-000356,0.87,0
ID00356-03,CT00356,mobile,+49 151 94304617,0.92,0
ID00356-04,CT00356,CRM contact id,CRM-000356,0.87,0
ID00357-01,CT00357,email,anna.wolf357@hoffmannsystemsgmbh.com,1.0,1
ID00357-02,CT00357,cookie,ck_000357_5311,0.78,0
ID00357-03,CT00357,mobile,+49 151 63864375,0.92,0
ID00358-01,CT00358,email,felix.zimmermann358@kochsolutionsltd.com,1.0,1
ID00358-02,CT00358,cookie,ck_000358_7270,0.79,0
ID00358-03,CT00358,mobile,+49 151 58514771,0.92,0
ID00359-01,CT00359,email,nina.meyer359@kleinsystemsag.com,1.0,1
ID00359-02,CT00359,cookie,ck_000359_6573,0.82,0
ID00359-03,CT00359,badge_id,BDG-000359,0.95,0
ID00360-01,CT00360,email,johannes.klein360@braunmarketkg.com,1.0,1
ID00360-02,CT00360,badge_id,BDG-000360,0.72,0
ID00360-03,CT00360,mobile,+49 151 92170846,0.85,0
ID00360-04,CT00360,CRM contact id,CRM-000360,0.77,0
ID00361-01,CT00361,email,lea.lange361@kochconsultingag.com,1.0,1
ID00361-02,CT00361,cookie,ck_000361_5045,0.88,0
ID00361-03,CT00361,badge_id,BDG-000361,0.86,0
ID00361-04,CT00361,mobile,+49 151 56753777,0.91,0
ID00362-01,CT00362,email,leon.koch362@wagnerexpoholding.com,1.0,1
ID00362-02,CT00362,cookie,ck_000362_3422,0.9,0
ID00362-03,CT00362,badge_id,BDG-000362,0.79,0
ID00362-04,CT00362,CRM contact id,CRM-000362,0.91,0
ID00363-01,CT00363,email,emma.braun363@kleinexpogroup.com,1.0,1
ID00363-02,CT00363,cookie,ck_000363_1111,0.73,0
ID00364-01,CT00364,email,clara.werner364@hartmannholdingsgmbh.com,1.0,1
ID00364-02,CT00364,cookie,ck_000364_2542,0.87,0
ID00364-03,CT00364,mobile,+49 151 61175972,0.91,0
ID00364-04,CT00364,CRM contact id,CRM-000364,0.75,0
ID00365-01,CT00365,email,paul.schulz365@bauerconsultingltd.com,1.0,1
ID00365-02,CT00365,badge_id,BDG-000365,0.74,0
ID00366-01,CT00366,email,david.schulz366@langetradegmbh.com,1.0,1
ID00366-02,CT00366,badge_id,BDG-000366,0.75,0
ID00366-03,CT00366,CRM contact id,CRM-000366,0.77,0
ID00367-01,CT00367,email,mia.schulz367@bauerfairgmbh.com,1.0,1
ID00367-02,CT00367,cookie,ck_000367_2633,0.77,0
ID00367-03,CT00367,badge_id,BDG-000367,0.97,0
ID00367-04,CT00367,mobile,+49 151 70120895,0.97,0
ID00368-01,CT00368,email,clara.wolf368@hartmannsystemsltd.com,1.0,1
ID00368-02,CT00368,cookie,ck_000368_6251,0.87,0
ID00368-03,CT00368,mobile,+49 151 96328642,0.77,0
ID00368-04,CT00368,CRM contact id,CRM-000368,0.8,0
ID00369-01,CT00369,email,julia.kruger369@kochsystemsgroup.com,1.0,1
ID00369-02,CT00369,mobile,+49 151 35243522,0.98,0
ID00369-03,CT00369,CRM contact id,CRM-000369,0.89,0
ID00370-01,CT00370,email,finn.schmidt370@kleinmediagroup.com,1.0,1
ID00370-02,CT00370,cookie,ck_000370_1732,0.75,0
ID00371-01,CT00371,email,clara.bauer371@meyermediaag.com,1.0,1
ID00371-02,CT00371,mobile,+49 151 16007154,0.76,0
ID00372-01,CT00372,email,noah.richter372@meyerconsultingag.com,1.0,1
ID00372-02,CT00372,cookie,ck_000372_1170,0.91,0
ID00372-03,CT00372,badge_id,BDG-000372,0.9,0
ID00372-04,CT00372,mobile,+49 151 25472405,0.76,0
ID00373-01,CT00373,email,clara.schulz373@wagnergroupholding.com,1.0,1
ID00373-02,CT00373,mobile,+49 151 79555056,0.99,0
ID00373-03,CT00373,CRM contact id,CRM-000373,0.78,0
ID00374-01,CT00374,email,paula.braun374@kochholdingsgroup.com,1.0,1
ID00374-02,CT00374,badge_id,BDG-000374,0.81,0
ID00375-01,CT00375,email,paul.hoffmann375@kochservicesgroup.com,1.0,1
ID00375-02,CT00375,badge_id,BDG-000375,0.86,0
ID00375-03,CT00375,CRM contact id,CRM-000375,0.75,0
ID00376-01,CT00376,email,clara.kruger376@braunpartnersag.com,1.0,1
ID00376-02,CT00376,CRM contact id,CRM-000376,0.73,0
ID00377-01,CT00377,email,leon.wagner377@bauerconnectkg.com,1.0,1
ID00377-02,CT00377,mobile,+49 151 70964805,0.86,0
ID00377-03,CT00377,CRM contact id,CRM-000377,0.89,0
ID00378-01,CT00378,email,felix.braun378@schmidtconnectse.com,1.0,1
ID00378-02,CT00378,cookie,ck_000378_6782,0.97,0
ID00378-03,CT00378,badge_id,BDG-000378,0.92,0
ID00378-04,CT00378,mobile,+49 151 72212219,0.82,0
ID00378-05,CT00378,CRM contact id,CRM-000378,0.92,0
ID00379-01,CT00379,email,hanna.koch379@hartmannmediakg.com,1.0,1
ID00379-02,CT00379,cookie,ck_000379_2780,0.9,0
ID00379-03,CT00379,badge_id,BDG-000379,0.77,0
ID00379-04,CT00379,mobile,+49 151 98536920,0.82,0
ID00379-05,CT00379,CRM contact id,CRM-000379,0.73,0
ID00380-01,CT00380,email,hanna.braun380@schmidtexpogmbh.com,1.0,1
ID00380-02,CT00380,badge_id,BDG-000380,0.88,0
ID00380-03,CT00380,CRM contact id,CRM-000380,0.93,0
ID00381-01,CT00381,email,clara.meyer381@hoffmannconsultingse.com,1.0,1
ID00381-02,CT00381,CRM contact id,CRM-000381,0.8,0
ID00382-01,CT00382,email,johannes.schmitt382@kleinpartnersholding.com,1.0,1
ID00382-02,CT00382,badge_id,BDG-000382,0.92,0
ID00382-03,CT00382,mobile,+49 151 73459898,0.82,0
ID00382-04,CT00382,CRM contact id,CRM-000382,0.91,0
ID00383-01,CT00383,email,paula.neumann383@braunpartnersgmbh.com,1.0,1
ID00383-02,CT00383,badge_id,BDG-000383,0.81,0
ID00384-01,CT00384,email,clara.neumann384@neumannconnectag.com,1.0,1
ID00384-02,CT00384,cookie,ck_000384_3734,0.9,0
ID00384-03,CT00384,mobile,+49 151 55300876,0.73,0
ID00385-01,CT00385,email,amelie.hoffmann385@bauerpartnersholding.com,1.0,1
ID00385-02,CT00385,cookie,ck_000385_5428,0.81,0
ID00386-01,CT00386,email,tom.wolf386@schmidtconnectkg.com,1.0,1
ID00386-02,CT00386,badge_id,BDG-000386,0.79,0
ID00386-03,CT00386,mobile,+49 151 30670352,0.87,0
ID00386-04,CT00386,CRM contact id,CRM-000386,0.72,0
ID00387-01,CT00387,email,anna.wolf387@neumannconnectgroup.com,1.0,1
ID00387-02,CT00387,cookie,ck_000387_2500,0.84,0
ID00387-03,CT00387,mobile,+49 151 61928966,0.81,0
ID00387-04,CT00387,CRM contact id,CRM-000387,0.91,0
ID00388-01,CT00388,email,lukas.werner388@kleineventkg.com,1.0,1
ID00388-02,CT00388,badge_id,BDG-000388,0.77,0
ID00389-01,CT00389,email,jonas.schulz389@wernergroupkg.com,1.0,1
ID00389-02,CT00389,mobile,+49 151 18677624,0.74,0
ID00389-03,CT00389,CRM contact id,CRM-000389,0.92,0
ID00390-01,CT00390,email,tom.wagner390@kochmediakg.com,1.0,1
ID00390-02,CT00390,cookie,ck_000390_8871,0.85,0
ID00390-03,CT00390,mobile,+49 151 40616624,0.88,0
ID00390-04,CT00390,CRM contact id,CRM-000390,0.85,0
ID00391-01,CT00391,email,mia.wolf391@bauerconnectse.com,1.0,1
ID00391-02,CT00391,cookie,ck_000391_3447,0.82,0
ID00391-03,CT00391,badge_id,BDG-000391,0.88,0
ID00391-04,CT00391,mobile,+49 151 12199743,0.83,0
ID00391-05,CT00391,CRM contact id,CRM-000391,0.73,0
ID00392-01,CT00392,email,sofia.schulz392@wagnermarketkg.com,1.0,1
ID00392-02,CT00392,cookie,ck_000392_6296,0.88,0
ID00392-03,CT00392,badge_id,BDG-000392,0.94,0
ID00392-04,CT00392,mobile,+49 151 51340090,0.89,0
ID00392-05,CT00392,CRM contact id,CRM-000392,0.84,0
ID00393-01,CT00393,email,david.werner393@wernermarketltd.com,1.0,1
ID00394-01,CT00394,email,julia.zimmermann394@kocheventltd.com,1.0,1
ID00394-02,CT00394,cookie,ck_000394_8696,0.8,0
ID00394-03,CT00394,mobile,+49 151 93699114,0.81,0
ID00394-04,CT00394,CRM contact id,CRM-000394,0.96,0
ID00395-01,CT00395,email,finn.richter395@kleinsolutionsltd.com,1.0,1
ID00395-02,CT00395,cookie,ck_000395_8906,0.76,0
ID00395-03,CT00395,badge_id,BDG-000395,0.99,0
ID00395-04,CT00395,CRM contact id,CRM-000395,0.88,0
ID00396-01,CT00396,email,max.schmidt396@hoffmanngroupholding.com,1.0,1
ID00396-02,CT00396,cookie,ck_000396_7904,0.82,0
ID00396-03,CT00396,CRM contact id,CRM-000396,0.76,0
ID00397-01,CT00397,email,mia.wolf397@schmidtconsultingltd.com,1.0,1
ID00397-02,CT00397,cookie,ck_000397_3322,0.94,0
ID00397-03,CT00397,badge_id,BDG-000397,0.84,0
ID00397-04,CT00397,mobile,+49 151 53836914,0.89,0
ID00398-01,CT00398,email,julia.klein398@kleingroupltd.com,1.0,1
ID00398-02,CT00398,cookie,ck_000398_6903,0.81,0
ID00398-03,CT00398,badge_id,BDG-000398,0.83,0
ID00398-04,CT00398,mobile,+49 151 96143448,0.93,0
ID00399-01,CT00399,email,leon.wagner399@neumannmediagmbh.com,1.0,1
ID00399-02,CT00399,cookie,ck_000399_4588,0.98,0
ID00399-03,CT00399,mobile,+49 151 53345649,0.82,0
ID00400-01,CT00400,email,sofia.meyer400@wernerholdingsse.com,1.0,1
ID00400-02,CT00400,mobile,+49 151 63308797,0.78,0
ID00400-03,CT00400,CRM contact id,CRM-000400,0.87,0
ID00401-01,CT00401,email,lea.braun401@kleinpartnersholding.com,1.0,1
ID00401-02,CT00401,cookie,ck_000401_2846,0.82,0
ID00401-03,CT00401,badge_id,BDG-000401,0.93,0
ID00401-04,CT00401,CRM contact id,CRM-000401,0.94,0
ID00402-01,CT00402,email,paul.hoffmann402@bauermarketkg.com,1.0,1
ID00402-02,CT00402,cookie,ck_000402_7366,0.84,0
ID00402-03,CT00402,badge_id,BDG-000402,0.85,0
ID00403-01,CT00403,email,luca.koch403@langesystemsltd.com,1.0,1
ID00403-02,CT00403,cookie,ck_000403_4527,0.77,0
ID00403-03,CT00403,badge_id,BDG-000403,0.8,0
ID00403-04,CT00403,CRM contact id,CRM-000403,0.8,0
ID00404-01,CT00404,email,laura.hoffmann404@braunpartnersgmbh.com,1.0,1
ID00404-02,CT00404,cookie,ck_000404_8859,0.92,0
ID00404-03,CT00404,badge_id,BDG-000404,0.9,0
ID00404-04,CT00404,mobile,+49 151 68047492,0.94,0
ID00404-05,CT00404,CRM contact id,CRM-000404,0.96,0
ID00405-01,CT00405,email,luca.wagner405@schmidtmediagmbh.com,1.0,1
ID00405-02,CT00405,cookie,ck_000405_8132,0.98,0
ID00405-03,CT00405,badge_id,BDG-000405,0.8,0
ID00405-04,CT00405,mobile,+49 151 71237842,0.94,0
ID00405-05,CT00405,CRM contact id,CRM-000405,0.96,0
ID00406-01,CT00406,email,finn.schmitt406@meyerholdingsgroup.com,1.0,1
ID00406-02,CT00406,badge_id,BDG-000406,0.88,0
ID00406-03,CT00406,CRM contact id,CRM-000406,0.85,0
ID00407-01,CT00407,email,amelie.schmitt407@langegroupltd.com,1.0,1
ID00407-02,CT00407,badge_id,BDG-000407,0.99,0
ID00407-03,CT00407,mobile,+49 151 23933855,0.88,0
ID00407-04,CT00407,CRM contact id,CRM-000407,0.9,0
ID00408-01,CT00408,email,johannes.wolf408@hartmanntradegmbh.com,1.0,1
ID00408-02,CT00408,cookie,ck_000408_8432,0.95,0
ID00408-03,CT00408,mobile,+49 151 77714331,0.94,0
ID00408-04,CT00408,CRM contact id,CRM-000408,0.79,0
ID00409-01,CT00409,email,sofia.klein409@wagnersolutionsltd.com,1.0,1
ID00409-02,CT00409,cookie,ck_000409_2948,0.98,0
ID00409-03,CT00409,mobile,+49 151 56059442,0.82,0
ID00409-04,CT00409,CRM contact id,CRM-000409,0.88,0
ID00410-01,CT00410,email,lukas.werner410@kleinsolutionskg.com,1.0,1
ID00410-02,CT00410,cookie,ck_000410_6751,0.99,0
ID00410-03,CT00410,badge_id,BDG-000410,0.85,0
ID00410-04,CT00410,mobile,+49 151 42935623,0.92,0
ID00411-01,CT00411,email,tim.becker411@hartmannservicesag.com,1.0,1
ID00411-02,CT00411,CRM contact id,CRM-000411,0.74,0
ID00412-01,CT00412,email,felix.hoffmann412@neumannholdingsholding.com,1.0,1
ID00412-02,CT00412,badge_id,BDG-000412,0.75,0
ID00412-03,CT00412,mobile,+49 151 36725847,0.85,0
ID00412-04,CT00412,CRM contact id,CRM-000412,0.96,0
ID00413-01,CT00413,email,amelie.braun413@schmidtpartnersag.com,1.0,1
ID00413-02,CT00413,badge_id,BDG-000413,0.73,0
ID00413-03,CT00413,mobile,+49 151 95205708,0.87,0
ID00413-04,CT00413,CRM contact id,CRM-000413,0.84,0
ID00414-01,CT00414,email,sarah.kruger414@kleinsolutionsltd.com,1.0,1
ID00414-02,CT00414,cookie,ck_000414_4219,0.9,0
ID00414-03,CT00414,badge_id,BDG-000414,0.74,0
ID00414-04,CT00414,CRM contact id,CRM-000414,0.87,0
ID00415-01,CT00415,email,jonas.bauer415@neumannmarketgroup.com,1.0,1
ID00415-02,CT00415,cookie,ck_000415_5969,0.81,0
ID00415-03,CT00415,badge_id,BDG-000415,0.77,0
ID00415-04,CT00415,mobile,+49 151 38739034,0.75,0
ID00415-05,CT00415,CRM contact id,CRM-000415,0.76,0
ID00416-01,CT00416,email,emma.hartmann416@meyerconsultingkg.com,1.0,1
ID00416-02,CT00416,badge_id,BDG-000416,0.73,0
ID00417-01,CT00417,email,sofia.hoffmann417@braunmarketse.com,1.0,1
ID00417-02,CT00417,cookie,ck_000417_2086,0.74,0
ID00417-03,CT00417,mobile,+49 151 59596286,0.79,0
ID00417-04,CT00417,CRM contact id,CRM-000417,0.95,0
ID00418-01,CT00418,email,noah.wolf418@wagnergroupse.com,1.0,1
ID00419-01,CT00419,email,jonas.wolf419@neumanngroupltd.com,1.0,1
ID00419-02,CT00419,cookie,ck_000419_4085,0.96,0
ID00419-03,CT00419,badge_id,BDG-000419,0.91,0
ID00419-04,CT00419,mobile,+49 151 84209410,0.81,0
ID00420-01,CT00420,email,marie.hartmann420@braundigitalkg.com,1.0,1
ID00420-02,CT00420,badge_id,BDG-000420,0.79,0
ID00420-03,CT00420,mobile,+49 151 60541298,0.94,0
ID00421-01,CT00421,email,anna.wagner421@hartmanneventgmbh.com,1.0,1
ID00421-02,CT00421,cookie,ck_000421_8162,0.8,0
ID00421-03,CT00421,badge_id,BDG-000421,0.93,0
ID00421-04,CT00421,CRM contact id,CRM-000421,0.75,0
ID00422-01,CT00422,email,leon.richter422@kleinfairse.com,1.0,1
ID00422-02,CT00422,mobile,+49 151 41724015,0.76,0
ID00423-01,CT00423,email,nina.koch423@kleintradeholding.com,1.0,1
ID00423-02,CT00423,badge_id,BDG-000423,0.76,0
ID00423-03,CT00423,mobile,+49 151 47509920,0.75,0
ID00423-04,CT00423,CRM contact id,CRM-000423,0.88,0
ID00424-01,CT00424,email,noah.braun424@langefairgmbh.com,1.0,1
ID00424-02,CT00424,cookie,ck_000424_5451,0.96,0
ID00424-03,CT00424,badge_id,BDG-000424,0.81,0
ID00424-04,CT00424,mobile,+49 151 69349666,0.88,0
ID00424-05,CT00424,CRM contact id,CRM-000424,0.95,0
ID00425-01,CT00425,email,luca.braun425@kleinservicesse.com,1.0,1
ID00425-02,CT00425,CRM contact id,CRM-000425,0.87,0
ID00426-01,CT00426,email,paul.braun426@bauerconnectkg.com,1.0,1
ID00426-02,CT00426,cookie,ck_000426_4590,0.89,0
ID00427-01,CT00427,email,sofia.neumann427@neumannservicesltd.com,1.0,1
ID00427-02,CT00427,cookie,ck_000427_4047,0.83,0
ID00427-03,CT00427,badge_id,BDG-000427,0.96,0
ID00428-01,CT00428,email,johannes.schulz428@neumannconsultingholding.com,1.0,1
ID00428-02,CT00428,cookie,ck_000428_8578,0.93,0
ID00428-03,CT00428,mobile,+49 151 42970120,0.93,0
ID00428-04,CT00428,CRM contact id,CRM-000428,0.86,0
ID00429-01,CT00429,email,anna.hartmann429@kleinsolutionsag.com,1.0,1
ID00429-02,CT00429,badge_id,BDG-000429,0.91,0
ID00429-03,CT00429,CRM contact id,CRM-000429,0.99,0
ID00430-01,CT00430,email,emma.meyer430@neumannconsultingholding.com,1.0,1
ID00430-02,CT00430,cookie,ck_000430_7679,0.86,0
ID00430-03,CT00430,badge_id,BDG-000430,0.74,0
ID00431-01,CT00431,email,david.werner431@brauneventltd.com,1.0,1
